2026-02-07 08:49:48.393 [redisson-3-11][TID: N/A][trace:482328637777801216] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[lock_status, review_status, review_operation, agent_type, agent_change_type, agent_attribution, agent_status, register_way, agent_user_benefit, agent_level, agent_category], desc=put
2026-02-07 09:32:16.459 [redisson-3-16][TID: N/A][trace:482339324918919169] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:32:42.359 [redisson-3-1][TID: N/A][trace:482339433555587072] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[venue_type, platform_class_status_type], desc=put
2026-02-07 09:32:42.360 [redisson-3-1][TID: N/A][trace:482339433555587072] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:32:51.869 [redisson-3-2][TID: N/A][trace:482339473460195328] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[site_type, commission_plan], desc=put
2026-02-07 09:32:51.870 [redisson-3-2][TID: N/A][trace:482339473460195328] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:33:10.821 [redisson-3-3][TID: N/A][trace:482339552946450432] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[bank_manager_status], desc=put
2026-02-07 09:33:10.822 [redisson-3-3][TID: N/A][trace:482339552946450432] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:33:24.856 [redisson-3-4][TID: N/A][trace:482339611771564033] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[ENABLE_DISABLE_TYPE], desc=put
2026-02-07 09:33:24.859 [redisson-3-4][TID: N/A][trace:482339611771564033] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:33:38.375 [redisson-3-5][TID: N/A][trace:482339668306587648] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[site_type], desc=put
2026-02-07 09:33:38.377 [redisson-3-5][TID: N/A][trace:482339668306587648] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:33:46.725 [redisson-3-6][TID: N/A][trace:482339703291277312] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[CURRENCY_DECIMAL_TYPE, ENABLE_DISABLE_TYPE, venue_type, language_type, platform_class_status_type, one_model], desc=put
2026-02-07 09:33:46.735 [redisson-3-6][TID: N/A][trace:482339703291277312] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:35:09.386 [redisson-3-9][TID: N/A][trace:482340050239909888] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[enable_disable_status], desc=put
2026-02-07 09:35:09.387 [redisson-3-9][TID: N/A][trace:482340050239909888] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:35:35.576 [redisson-3-10][TID: N/A][trace:482340159975485440] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[site_type, security_source_coin_type, security_coin_type, security_user_type, security_amount_direct, site_security_balance_account], desc=put
2026-02-07 09:35:35.577 [redisson-3-10][TID: N/A][trace:482340159975485440] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:36:37.330 [redisson-3-11][TID: N/A][trace:482340418940203008] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[lock_status, review_operation, agent_manual_adjust_type, agent_wallet_type], desc=put
2026-02-07 09:36:37.330 [redisson-3-11][TID: N/A][trace:482340418940203008] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:36:51.929 [redisson-3-12][TID: N/A][trace:482340480256733184] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[deposit_withdrawal_order_customer_status], desc=put
2026-02-07 09:36:51.930 [redisson-3-12][TID: N/A][trace:482340480256733184] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:36:55.556 [redisson-3-13][TID: N/A][trace:482340495473668096] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[lock_status], desc=put
2026-02-07 09:36:55.556 [redisson-3-13][TID: N/A][trace:482340495473668096] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:36:58.788 [redisson-3-14][TID: N/A][trace:482340509021270016] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[lock_status, user_withdraw_review_operation], desc=put
2026-02-07 09:36:58.789 [redisson-3-14][TID: N/A][trace:482340509021270016] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:37:18.430 [redisson-3-15][TID: N/A][trace:482340591389011969] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[site_type, commission_plan], desc=put
2026-02-07 09:37:18.431 [redisson-3-15][TID: N/A][trace:482340591389011969] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:44:07.696 [redisson-3-16][TID: N/A][trace:482342307773706240] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[lock_status, user_withdraw_review_operation], desc=put
2026-02-07 09:44:07.706 [redisson-3-16][TID: N/A][trace:482342307773706240] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:44:09.314 [redisson-3-1][TID: N/A][trace:482342314501369856] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[lock_status], desc=put
2026-02-07 09:44:09.314 [redisson-3-1][TID: N/A][trace:482342314501369856] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:44:12.520 [redisson-3-2][TID: N/A][trace:482342327776342016] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[user_withdraw_review_operation, lock_status, audit_time_type], desc=put
2026-02-07 09:44:12.521 [redisson-3-2][TID: N/A][trace:482342327776342016] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 09:44:14.972 [redisson-3-3][TID: N/A][trace:482342338471817216] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[lock_status, review_operation, agent_manual_adjust_type, agent_wallet_type], desc=put
2026-02-07 09:44:14.972 [redisson-3-3][TID: N/A][trace:482342338471817216] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 10:06:09.091 [redisson-3-4][TID: N/A][trace:482347850282201088] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[fee_type, ENABLE_DISABLE_TYPE], desc=put
2026-02-07 10:06:09.098 [redisson-3-4][TID: N/A][trace:482347850282201088] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 10:06:10.962 [redisson-3-5][TID: N/A][trace:482347858108772352] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[enable_disable_status, site_type], desc=put
2026-02-07 10:06:10.971 [redisson-3-5][TID: N/A][trace:482347858108772352] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 10:06:11.162 [redisson-3-6][TID: N/A][trace:482347858654031872] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[site_status], desc=put
2026-02-07 10:06:11.162 [redisson-3-6][TID: N/A][trace:482347858654031872] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 10:07:03.862 [redisson-3-7][TID: N/A][trace:482348080075534336] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[site_type, commission_plan], desc=put
2026-02-07 10:07:03.863 [redisson-3-7][TID: N/A][trace:482348080075534336] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 10:18:16.783 [redisson-3-8][TID: N/A][trace:482350902548525056] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[version_mobile_platform, version_update_status], desc=put
2026-02-07 10:18:16.785 [redisson-3-8][TID: N/A][trace:482350902548525056] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 10:18:56.666 [redisson-3-9][TID: N/A][trace:482351069632819200] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[site_type, commission_plan], desc=put
2026-02-07 10:18:56.667 [redisson-3-9][TID: N/A][trace:482351069632819200] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 10:21:18.089 [redisson-3-10][TID: N/A][trace:482351663017783296] INFO  c.g.j.l.sync.CacheMessageListener - [SyncCache] receive message, currInstanceId=C2019679321033338880, instanceId=C2019024242846076928, cacheName=l2cache:systemParam, cacheType=caffeine, optType=refresh, key=[CURRENCY_DECIMAL_TYPE, ENABLE_DISABLE_TYPE, venue_type, language_type, platform_class_status_type, one_model], desc=put
2026-02-07 10:21:18.090 [redisson-3-10][TID: N/A][trace:482351663017783296] WARN  c.g.j.l.sync.CacheMessageListener - [SyncCache] cache is not exists or not instanced, cacheType=caffeine, cacheName=l2cache:systemParam
2026-02-07 10:25:39.154 [File Watcher][TID: N/A][trace:] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 3 class path changes (1 addition, 2 deletions, 0 modifications)
2026-02-07 10:25:39.212 [Thread-1][TID: N/A][trace:] INFO  o.s.b.w.e.undertow.UndertowWebServer - Commencing graceful shutdown. Waiting for active requests to complete
2026-02-07 10:25:39.398 [Thread-1][TID: N/A][trace:] INFO  o.s.b.w.e.undertow.UndertowWebServer - Graceful shutdown complete
2026-02-07 10:25:39.399 [Thread-1][TID: N/A][trace:] INFO  io.undertow - stopping server: Undertow - 2.3.3.Final
2026-02-07 10:25:39.469 [Thread-1][TID: N/A][trace:] INFO  io.undertow.servlet - Destroying Spring FrameworkServlet 'dispatcherServlet'
2026-02-07 10:25:39.747 [Thread-1][TID: N/A][trace:] INFO  c.a.c.n.r.NacosServiceRegistry - De-registering from Nacos Server now...
2026-02-07 10:25:39.798 [Thread-1][TID: N/A][trace:] INFO  c.a.c.n.r.NacosServiceRegistry - De-registration finished.
2026-02-07 10:25:40.035 [Thread-1][TID: N/A][trace:] INFO  com.zaxxer.hikari.HikariDataSource - system-business-biz-ds-pool - Shutdown initiated...
2026-02-07 10:25:40.041 [Thread-1][TID: N/A][trace:] INFO  com.zaxxer.hikari.HikariDataSource - system-business-biz-ds-pool - Shutdown completed.
2026-02-07 10:25:40.771 [restartedMain][TID: N/A][trace:] WARN  c.a.c.n.c.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[system-business-biz] & group[feng]
2026-02-07 10:25:41.094 [restartedMain][TID: N/A][trace:] WARN  c.a.c.n.c.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[system-business-biz-feng.yml] & group[feng]
2026-02-07 10:25:41.094 [restartedMain][TID: N/A][trace:] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-system-business-biz-feng.yml,feng'}, BootstrapPropertySource {name='bootstrapProperties-system-business-biz.yml,feng'}, BootstrapPropertySource {name='bootstrapProperties-system-business-biz,feng'}, BootstrapPropertySource {name='bootstrapProperties-common-config.yml,feng'}]
2026-02-07 10:25:41.119 [restartedMain][TID: N/A][trace:] INFO  c.c.b.s.SystemBusinessApplication - The following 1 profile is active: "feng"
2026-02-07 10:25:46.090 [restartedMain][TID: N/A][trace:] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2026-02-07 10:25:46.099 [restartedMain][TID: N/A][trace:] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2026-02-07 10:25:46.170 [restartedMain][TID: N/A][trace:] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 70 ms. Found 0 Redis repository interfaces.
2026-02-07 10:25:47.466 [restartedMain][TID: N/A][trace:] INFO  o.s.cloud.context.scope.GenericScope - BeanFactory id=10262034-1b22-3263-bda6-36c36634d7b8
2026-02-07 10:25:47.885 [restartedMain][TID: N/A][trace:] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2026-02-07 10:25:47.886 [restartedMain][TID: N/A][trace:] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 6757 ms
2026-02-07 10:25:54.784 [restartedMain][TID: N/A][trace:] INFO  org.redisson.Version - Redisson 3.18.1
2026-02-07 10:25:54.804 [restartedMain][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - Redis cluster nodes configuration got from 192.168.29.52/192.168.29.52:7001:
eaa6e306c2f73064e3ed6981c7de08fb588d668b 192.168.29.52:7004@17004 slave c556b585d1b49937a928158a7942ef5dd00d9ec1 0 1770434754000 3 connected
c556b585d1b49937a928158a7942ef5dd00d9ec1 192.168.29.52:7003@17003 master - 0 1770434753000 3 connected 10923-16383
35de5cab71bf4e7e2b9b64610966d3d9088cf7a2 192.168.29.52:7002@17002 master - 0 1770434754000 2 connected 5461-10922
ded2b7f828bb9358197917d20bc81f1d6fc82568 192.168.29.52:7001@17001 myself,master - 0 0 1 connected 0-5460
6b3429b6c882cacf61bb9a45d5a2e0a451cf137e 192.168.29.52:7006@17006 slave 35de5cab71bf4e7e2b9b64610966d3d9088cf7a2 0 1770434754586 2 connected
df947aa0c748eb3be4bd9ab25fae5896b3d582c8 192.168.29.52:7005@17005 slave ded2b7f828bb9358197917d20bc81f1d6fc82568 0 1770434753880 1 connected

2026-02-07 10:25:54.816 [redisson-netty-7-8][TID: N/A][trace:] INFO  o.r.c.pool.MasterConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7001
2026-02-07 10:25:54.819 [redisson-netty-7-15][TID: N/A][trace:] INFO  o.r.c.pool.MasterConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7002
2026-02-07 10:25:54.820 [redisson-netty-7-17][TID: N/A][trace:] INFO  o.r.c.pool.MasterConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7003
2026-02-07 10:25:54.832 [redisson-netty-7-16][TID: N/A][trace:] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7001
2026-02-07 10:25:54.833 [redisson-netty-7-19][TID: N/A][trace:] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7002
2026-02-07 10:25:54.835 [redisson-netty-7-18][TID: N/A][trace:] INFO  o.r.c.p.MasterPubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7003
2026-02-07 10:25:54.837 [redisson-netty-7-4][TID: N/A][trace:] INFO  o.r.c.pool.SlaveConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7006
2026-02-07 10:25:54.839 [redisson-netty-7-23][TID: N/A][trace:] INFO  o.r.c.pool.SlaveConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7005
2026-02-07 10:25:54.854 [redisson-netty-7-5][TID: N/A][trace:] INFO  o.r.c.pool.PubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7004
2026-02-07 10:25:54.855 [redisson-netty-7-6][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - slaves: [redis://192.168.29.52:7005] added for slot ranges: [[0-5460]]
2026-02-07 10:25:54.854 [redisson-netty-7-24][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - slaves: [redis://192.168.29.52:7004] added for slot ranges: [[10923-16383]]
2026-02-07 10:25:54.855 [redisson-netty-7-6][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - master: redis://192.168.29.52:7001 added for slot ranges: [[0-5460]]
2026-02-07 10:25:54.855 [redisson-netty-7-24][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - master: redis://192.168.29.52:7003 added for slot ranges: [[10923-16383]]
2026-02-07 10:25:54.855 [redisson-netty-7-6][TID: N/A][trace:] INFO  o.r.c.pool.PubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7005
2026-02-07 10:25:54.856 [redisson-netty-7-24][TID: N/A][trace:] INFO  o.r.c.pool.SlaveConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7004
2026-02-07 10:25:54.856 [redisson-netty-7-25][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - slaves: [redis://192.168.29.52:7006] added for slot ranges: [[5461-10922]]
2026-02-07 10:25:54.857 [redisson-netty-7-25][TID: N/A][trace:] INFO  o.r.cluster.ClusterConnectionManager - master: redis://192.168.29.52:7002 added for slot ranges: [[5461-10922]]
2026-02-07 10:25:54.857 [redisson-netty-7-25][TID: N/A][trace:] INFO  o.r.c.pool.PubSubConnectionPool - 1 connections initialized for 192.168.29.52/192.168.29.52:7006
2026-02-07 10:25:55.861 [restartedMain][TID: N/A][trace:] WARN  o.s.b.d.a.OptionalLiveReloadServer - Unable to start LiveReload server
2026-02-07 10:25:55.894 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.202 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.355 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.384 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.415 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'play-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.451 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.564 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.607 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'system-business-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.653 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.723 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.759 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'user-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.799 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.831 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'job-server' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.851 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'play-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:57.895 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'agent-biz' URL not provided. Will try picking an instance via load-balancing.
2026-02-07 10:25:59.056 [restartedMain][TID: N/A][trace:] INFO  o.s.c.o.FeignClientFactoryBean - For 'wallet-biz' URL not provided. Will try picking an instance via load-balancing.
